src,ref
Nahrung im Zeitalter der Biokraftstoffe ,Food in the Age of Biofuels 
"Doch dass soll nicht bedeuten, dass die Idee an sich verbannt werden muss. ",But that does not mean we should abandon the idea. 
Zehn Jahre Europäischer Sicherheits- und Verteidigungspolitik ,Ten years of European Security and Defence Policy 
"Die Mächte, auf die es in Georgien ankommt, sind Russland und im gewissen Maße die Vereinigten Staaten. ","Russia, and to some extent the United States, are the powers that matter in Georgia. "
Deshalb sind diese Kürzungen politisch so attraktiv. ,"Most of the pain is deferred, which is precisely why such cuts are politically attractive. "
Im Gegenteil: Wir müssen auf den bestehenden Institutionen aufbauen. ,"On the contrary, we must build on existing institutions. "
Russland zeigt sich mal wieder kampflustig. ,Russia is again on a tear. 
Doch sie sollten immer Gehör finden. ,But they should always be heard. 
Dies jedoch ist nur ein Tropfen auf dem heißen Stein. ,But that is a drop in the ocean. 
Die Chinesen sind eifrige Studenten der Geschichte. ,The Chinese are keen students of history. 
"Es ist möglich, dass Bush, um diese Transaktionskosten zu senken, eine Einschränkung der Wahlfreiheit in Bezug auf die Anlagenformen vorschlagen wird, die das wichtigste Argument für eine Privatisierung überhaupt ist. ","It is possible that to reduce these transactions costs, Bush will propose restricting choice, which was the main argument for privatization in the first place. "
Damit wurden die USA zu einem Großschuldner. ,This turned the US into a huge debtor. 
Auch die möglichen transnationalen Vorteile des Fiskalgeldes sind erheblich. ,The potential transnational advantages of fiscal money are also significant. 
Das zugrundeliegende Prinzip ist eine ausgesprochen widersinnige Tatsache des Lebens. ,The underlying principle is a decidedly counterintuitive fact of life. 
Genau das steht jedoch auf dem Spiel. ,Yet this is what is at stake. 
"Wenn jemand Sie fragen würde, warum Sie glauben, dass die Erde rund ist: Wie würden Sie antworten? ",How would you answer if someone asked you why you believe that the earth is round? 
"Ungewissheit ist eine Realität und hier ist es nötig, abzuwiegen. ",Then there is the time dimension. 
"Umso besser, wenn es sich bei der Alternative auch noch um einen Mann handelt, der ihn offenbar wirklich bewundert. ",The fact that the alternative is a man who seems genuinely to admire him is icing on the cake. 
"Ist niemand da, geht auch keiner gerne hin. Ebenso verhält es sich auf Märkten mit wenigen Anlegern. ","Likewise, in markets without many investors, not enough trades can be executed to generate the returns needed to attract them. "
Das ist allerdings eine falsche Sicht der Dinge. ,But that is the wrong way to look at it. 
Doch darin liegen Gefahren. ,But there are dangers in this. 
Wichtiger ist die Verfügbarkeit von Krediten. ,More relevant is the availability of loans. 
"Um die Stillraten zu erhöhen, müssen Regierungen dafür sorgen, dass Mütter die Beratung und Unterstützung bekommen, die sie brauchen. ","To increase breastfeeding rates, governments need to ensure that mothers receive the guidance and help they need. "
Genau genommen war die Funktionsweise der EU und ihrer Institutionen während der Krise Teil des Problems. ,"Frankly, the functioning of the EU and its institutions during the crisis has been a part of the problem. "
Nun wird es für den Rückzieher der Chinesen eine Menge Gründe gegeben haben. ,"In a financial system that has become so demented, only institutions with more or less infinite resources can stem the tide. "
Auge in Auge am Dach der Welt ,Eyeball to Eyeball at the Top of the World 
Einige Politiker bewegen sich in die richtige Richtung. ,Some leaders are moving in this direction. 
Dies rückt die Suche nach den Ursprüngen der Krise in ein etwas anderes Licht. ,This puts the question of the origins of the crisis in a somewhat different light. 
Heute dreht sich alles um den Abschwung in China und die Nöte an den Börsen des Landes. ,"Today, the world is obsessed with the slowdown in China and the woes of its stock market. "
Es besteht also noch viel Luft nach oben. ,This means there is plenty of room for improvement. 
"Anders ausgedrückt: Bei negativen Nominalzinssätzen fällt Ihre Rendite lediglich noch negativer aus, als sie es vorher schon war. ","In other words, negative nominal rates merely make your return more negative than it already was. "
"Darüber hinaus vertreten Ökonomen den Standpunkt, dass der Pro-Kopf-Energieverbrauch aufgrund effizienterer Energienutzung abnimmt. ","Moreover, economists contend that energy consumption per capita is declining, owing to more efficient use. "
Die Argumente für eine Abschaffung von Bargeld halten jedoch einer gründlichen Prüfung nicht stand. ,But the arguments for going cashless do not withstand scrutiny. 
"Allen voran Deutschland, das trotz der erwarteten Ankunft von 800.000 Asylsuchenden in diesem Jahr die Umsetzung des Dubliner Übereinkommens ausgesetzt hat, das die Deportation tausender syrischer Flüchtlinge erforderlich gemacht hätte. ","But these measures, though helpful, are far from adequate. "
Schlaue amerikanische Politiker setzen das sogar für ihre Zwecke ein. ,Savvy American politicians even make use of it for their own purposes. 
Doch der Durchschnittseuropäer sollte sich nicht täuschen lassen. ,But ordinary Europeans should not be fooled. 
"Doch beides sind bloße Überbleibsel von Ideen und Idealen, die in Wirklichkeit dem Mülleimer der Geschichte übergeben wurden. ",But both are mere relics of ideas and ideals that in reality have been consigned to the dustbin of history. 
"Doch der bloße Wunsch, dass es so sei, hat nicht ausgereicht, um es wahr zu machen. ",But wanting that to be true was not enough for them to make it true. 
"Und doch können die afrikanischen Länder, solange das weltweite Wachstum schwach bleibt, nicht darauf zählen, dass die entwickelten Länder ihre Zusagen zur Hilfe bei der Umsetzung der Ziele nachhaltiger Entwicklung vollständig einhalten. ","And yet, as long as global growth remains weak, Africans cannot count on developed countries to fully honor their commitments to help attain the Sustainable Development Goals. "
"Russland, ""der Erbfeind"", scheint mittlerweile in weite Ferne gerückt und mit seinen eigenen Problemen beschäftigt. ","Russia, ""the hereditary enemy,"" now seems far away and consumed by its domestic troubles. "
Das deutlichste Beispiel der Furcht einflößenden Macht der Presse aber bietet nicht Nigeria – diese Ehre gebührt einer anderen Geschichte und Region. ,But Nigeria does not offer the premier example of the awesome power of the press. That honor belongs to a different history and region. 
"Außerdem könnte man dadurch den Rest der Welt davon abbringen, sich auf Amerika als einzigen Wachstumsmotor zu verlassen. ",It might also help push the rest of the world into moving away from its reliance on America as the sole engine of growth. 
"Es gibt wohl keinen Zweifel darüber, daß die Assad-Ära ihremEnde zugeht. ",There is no doubt that the Assad era is coming to a close. 
Mayawati hat öffentlich ihre Geringschätzung für die beiden großen nationalen Parteien bekundet; sie würde viel lieber einer Koalition vorstehen als ihr beizutreten. ,She has publicly expressed her disdain for both large national parties; she would much rather lead a coalition than join one. 
"Lässt sich daran erkennen, fragt Duwe, wie groß die psychische Qual dieser Täter ist? ","Does this reveal, Duwe asks, just how mentally plagued these perpetrators are? "
"Was den Westen angeht, so steht dieser vor einem Dilemma. ","As for the West, it is confronted with a dilemma. "
"Nun, der Beweis ist eben, dass ich den Regenschirm vergaß! ","Why, the proof is that I forgot the umbrella! "
Ausgabendruck wiederum führt zu beschleunigter Innovation. ,"Spending pressures, in turn, lead to acceleration of innovation. "
Der kalte Krieg und die kalte Schulter ,The Cold War and the Cold Shoulder 
Glücklicherweise gibt es für die NAFTA eine Orientierungshilfe. ,"Luckily, a road map for NAFTA exists. "
"Doch von Zeit zu Zeit reicht es einem Banker, als Schurke hingestellt zu werden. ","But, every once in a while, a banker, tired of being portrayed as a rogue, lashes out. "
"Zugleich kam es auf der Rechten in Israel, Europa und den USA zu einer parallelen Verlagerung. ","Meanwhile, a parallel shift happened on the right, in Israel, Europe, and the US. "
Indien wird in internationalen Wirtschaftsinstitutionen bereits mit wachsendem Respekt behandelt. ,India already is being treated with growing respect in global economic councils. 
Darüber hinaus wird es vermutlich ein langwieriges Schauspiel sein. ,"Moreover, it is likely to be a protracted performance. "
Böswillige Akteure werden die von den digitalen Plattformen eingeführten Änderungen rasch umgehen. ,Bad actors will quickly circumvent any changes that digital platforms implement. 
"Der Islam ist eine Religion des Friedens und jeder der in seinem Namen Gräueltaten begeht, verrät damit das Ideal von der Läuterung des Menschen. ",Islam as a religion of peace and human betterment is betrayed by anyone who commits atrocities in its name. 
"Doch ist es voreilig, sie als gescheitert abzuschreiben. ",But it is premature to write it off as a failure. 
"Vergessen wurde jedoch der Schaden, den ein Bankrott der Großen Drei den Finanzmärkten zufügen würde. ",But missing from this array of arguments is the damage a bankruptcy of the Big Three would do to financial markets. 
"Menschen, die die Kontrolle über ihr Leben verloren haben, aus ihren Familien und Gemeinschaften gerissen wurden, denen ihre Kultur und Sprache genommen wurde, können plötzlich stolz auf etwas sein. ","People who lost control of their lives, people uprooted from home and community, stripped of culture and language, are made to feel proud of something . "
"Freilich hatte Russland angesichts der rückläufigen Gasnachfrage bereits begonnen, seine europäischen Verträge nachzuverhandeln und seinen Kunden Nachlässe einzuräumen. ","But, given falling demand for gas, Russia had already begun renegotiating contracts in Europe and giving customers discounts. "
Der Einbruch der Fruchtbarkeitsraten verbunden mit der längeren Lebenserwartung treibt rasch und deutlich auf eine Überalterung der Bevölkerung zu. ,"A collapse in fertility rates, coupled with longer life expectancy, is driving a rapid and pronounced aging of populations. "
Uns gefallen neue Anwendungen und wir probieren sie auch aus. ,"Consumers believe or expect that someone somewhere is keeping an eye on this, but who exactly would that be? "
Russland muss auch in das internationale Wirtschaftssystem eingegliedert werden und wie der Rest der Welt dessen Regeln anerkennen. ,"Russia also has to become integrated into the international economic system, accepting the rules applied by the rest of the world. "
"Erstens neigen wir dazu, Besteuerung als Allheilmittel zu betrachten. ","First, we tend to think of taxation as a panacea. "
"Nach der Kinderbetreuung folgten dann Horden von Privatlehrern, Nachhilfelehrern und Studienberatern. ","And, beyond childhood and adolescence, the need for specialized personal support only grew. "
"Aber das alte Kräftespiel, die Machtstrukturen und die überzogenen Gehälter sind größtenteils geblieben. ","But the old dynamics, power structures, and bloated pay scales have largely survived. "
"Was den Klimawandel angeht, so sind die Auswirkungen einer verstärkten Nutzung von Schiefergas freilich durchwachsen. ","With respect to climate change, however, the effects of greater reliance on shale gas are mixed. "
Die EZB macht Tempo ,The ECB Picks Up The Pace 
Der Weg zum Aufschwung führt über China ,All Stimulus Roads Lead to China 
(Diese Antwort erscheint in poetischerer Form auch im Buch Hiob .) ,"But once we abdicate our powers of reason in this way, we may as well believe anything at all. "
Aber nur unter Produzenten ähnlicher Produkte ist Wettbewerb sinnvoll. ,But only competition among providers of similar products is beneficial. 
Einige von ihnen bewahrten Dörfer vor einer Übernahme durch die FARC; andere zwangen die Guerillas zum Verlassen von Stadtgebieten. ,Some prevented villages from being taken over by the FARC; some forced the guerillas to abandon urban areas. 
Die meisten Amokschützen überleben ihre Attentate nicht; entweder töten sie sich selbst oder sie lassen sich von der Polizei erschießen. ,Most mass shooters do not survive their own attacks; they either kill themselves or let police do the job. 
"Indien ist eine kraftvolle Demokratie, und als das Wirtschaftssystem die Armen und Schwachen im Stich ließ, versuchte die Politik, dies auszugleichen. ","India is a vibrant democracy, and, as the economic system failed the poor and the weak, the political system tried to compensate. "
Dennoch sind diese Fehler relativ geringfügig und umkehrbar. ,Yet these mistakes are relatively minor and reversible. 
"In den USA lassen viele Trump-Unterstützer ebenfalls kein gutes Haar an den Globalisten. Grund dafür ist die ihrer Wahrnehmung nach verächtliche Ablehnung, die sie von dort erfahren. ","Back in the US, many Trump supporters also excoriate globalists for what they experience as sneering disdain. "
"Russland unterhält intensive Handelsbeziehungen zum Iran – ein weiterer Grund, warum es sich vor Sanktionen gegen das Land hütet. ","Russia trades heavily with Iran, which is another reason it is wary of sanctions on that country. "
Doch es steckt noch mehr hinter diesem Schritt. ,But there is more to the move than that. 
"Indien steht gerade unter dem Eindruck von Berichten über eine 20-jährige Frau, die von 13 Männern vergewaltigt wurde, nachdem ein Dorfgericht in Westbengalen dies als Strafe für ihre Beziehung zu einem Mann aus einem anderen Dorf angeordnet hatte. ",Another recent case of an Indian woman fighting back shows how transformational this spirit of resistance can be. 
Aber die Gerichte lehnten dies ab. ,But the courts denied his appeals. 
"Ihnen kommt eine Arbeit zu, die natürlich noch lange nicht vollendet sein wird. ","Theirs is a labor, of course, that remains far short of completion. "
Die Frage ist: Wird der Gipfel durch und durch schlecht sein und scheitern? ,"The question is, will it be bad all through and a failure? "
Der größte Teil des Geldes aus Steuersenkungen wird eher gespart als für zusätzliche Ausgaben verwendet. ,Most of the tax reductions will be saved by households rather than used to finance additional spending. 
Was bedeutet eine zentrale Regulierungsbehörde für Innovation und neue Ideen? ,What does the approach of a single regulator imply for innovation and new ideas? 
"Teilweise aufgrund seiner Anstrengungen war Neuchatel einer von vier Kantonen in der Schweiz, der gegen das Minarettverbot stimmte. ","Partly as a result of his efforts, Neuchatel was one of the four cantons in Switzerland to vote against the ban on new minarets. "
Aber bei Kontroversen wie dieser stehen die Rechte von Personen und Völkern und nicht nur die Interessen von Staaten auf dem Spiel. ,"To fulfill international justice today, we need a new kind of World Court, open to other voices. "
"Weil vernünftige Debatten auf der Strecke bleiben, verlieren Bürger das Interesse an der Politik. ","As reasoned debate falls by the wayside, citizens lose interest in politics. "
"Noch nicht einmal der Tod Osama bin Ladens, herbeigeführt durch US-Spezialeinheiten, sagt etwas über die Macht der USA aus. ",Even the recent death of Osama bin Laden at the hands of United States special forces does not indicate anything about American power one way or the other. 
"Außerdem will er Schlupflöcher stopfen, aber keine der Details, die er veröffentlicht hat, bringen viel. ","He also wants to close loopholes, but none of the details that he has offered add up to much. "
Neben diesen guten Gründen für Optimismus gibt es aber auch schwerwiegende Bedenken. ,But alongside those strong grounds for optimism are significant worries. 
"Ich antworte nachdrücklich, dass dies nicht der Fall ist. ",I reply emphatically that it is not. 
Eine Möglichkeit ist die Kontrolle der Wirtschaft durch die Politik. ,"On one hand, they can decide to let politics dominate economics. "
Vielleicht mit Ausnahme des ersten wurde keines dieser Probleme gelöst. ,"None of these issues, with the possible exception of the first, has been resolved. "
So entstanden die Divergenzen. ,That is how the divergences emerged. 
Und Unternehmen reagierten darauf mit einer Beschleunigung der Investitionstätigkeit. ,And businesses responded to this by stepping up the pace of investment. 
China und die Zukunft der Demokratie ,China and the Future of Democracy 
EZB nicht im Takt ,Out of Step at the ECB 
"Dennoch, so fügt er hinzu, weist das Nationaleinkommen pro Kopf einen flachen Verlauf aus. ","But, he adds, national income per head is flat. "
Ich stehe mit meinen Bedenken nicht allein. ,I am not alone in my concern. 
"Die Möglichkeit, dass ein Mädchen mit einem Kopftuch in Wahrheit gegen ihre Eltern und deren Auslegung des Islam rebelliert und dass andere, obwohl aufgrund von Geschlechterdiskriminierung und Gewalt empört, sehr wohl streng gläubig sein können, wird nicht in Betracht gezogen. ","The possibility that a girl wearing a headscarf might in fact be rebelling against her parents and their kind of Islam, and that others might be deeply pious while being utterly revolted by gender discrimination or violence, is lost from view. "
Mehr noch: Umfragewerte sind wankelmütige Omina. ,"Moreover, opinion polls in France are fickle omens. "
Das in Indien für die Wirtschaft verantwortliche Politikertriumvirat ist das wirtschaftlich beschlagenste weltweit. ,The government announced that it was suspending trading in futures markets for a number of farm products. 
"Am allerwenigsten fürchten Investoren offenbar, dass eine hohe Verschuldung Regierungen veranlassen könnte, die Inflation durch das Drucken von mehr Geld zu schüren. ","At the very least, investors clearly do not fear that high debt will lead governments to stoke inflation by printing more money. "
"Dies wäre ein Unterschied zum JGIP, wo Israel und Jordanien die Kontrolle über ihre jeweiligen Sphären auf beiden Seiten des Jordan innehaben. ","This differs from the JGIP, where Israel and Jordan maintain control over their respective spheres on either side of the Jordan River. "
Dieses diplomatische Projekt ist alles andere als absurd. ,That diplomatic project is far from absurd. 
Zunächst gibt es ohne Fleiß keinen Preis. ,Three lessons for the rest of us come to mind. 
"Indem wir uns aber etwas vormachen, wenn wir annehmen, es sei ein moralischer Imperativ, daß der Staat Ordnung schafft, ähneln wir uns den gängigen Verrückten an, was der Fall ist, sobald das seichte Gejammer der Hysterie zu vernehmen ist. ","But in deceiving ourselves into thinking that it is a moral imperative that the state impose order, we are joining the fashionable madmen, which is when the thin whine of hysteria can be heard. "
Indien steht also umso mehr im Rampenlicht. ,This puts the spotlight on India all the more. 
"Die Schließung Guantánamos ist keine Geste, um Applaus aus Europa zu bekommen. ","It is a necessary revision of policy that will make the US, Europe, and the world safer. "
Russland und Italien haben sich bereits aus dem ECT zurückgezogen; andere Länder sollten dasselbe tun oder sich zu seiner Neuverhandlung verpflichten. ,Russia and Italy have already withdrawn from the ECT; other countries should do the same or commit to renegotiating it. 
"Hier stellt sich die Frage, ob ihnen die Demokratie Frieden und Wohlstand gebracht hat oder ob Frieden und Wohlstand für Demokratie gesorgt haben? ",The second claim is that these countries live in peace because they are democracies. 
"In einem Land, das, so lange man sich zurückerinnern kann, auf Biegen und Brechen von einer reaktionären Oligarchie regiert wurde, ist das bemerkenswert. ","This is remarkable in a country that for as long as anyone remembers has been ruled, by hook or by crook, by a reactionary oligarchy. "
"Daher ist es sehr wohl schlüssig, sowohl gegen eine Mitgliedschaft als auch gegen einen Austritt zu sein. ",So opposing both entry and exit is a coherent position. 
"Die Illusionen, die die US-Vermögenspreise in die Höhe treiben ",The Illusions Driving Up US Asset Prices 
"Aber sie sind es, die dafür geradestehen müssen. ",These people did not cause the crisis. 
Ein aufsichtsrechtlicher Unterbietungswettlauf? ,A Regulatory Race to the Bottom? 
Infolgedessen wird man mit der Anwendung eines einzigen Standards zur Beurteilung des weltweiten Anlegerschutzes bei Firmen in Streubesitz oder kontrollierten Unternehmen oder beiden am Ziel vorbeischießen. ,"As a result, applying a single standard for assessing investor protection worldwide is bound to miss the mark with respect to widely held firms, controlled firms, or both. "
"Heute ist es die arabische Welt, die dazu neigt, die Türkei so zu nutzen wie Europa damals. ","Today, it is the Arab world that tends to use Turkey the way that Europe did in the past. "
Das ist allerdings nicht der einzige Weg nach vorne. ,This is not the only way forward. 
"General James Jones, Präsident Obamas Berater für nationale Sicherheit, hat vor Kurzem eine andere, wenn auch ebenso ominöse Vorhersage vorgebracht. ","General James Jones, President Obama's national security adviser, recently put forward a different, albeit equally ominous, prediction. "
"So folgt die Bürokratie auf dem Fuß, ebenso wie das dauernde Bedürfnis nach Aufständen und Erneuerung. ","As a result, bureaucracy is constantly at their heels, leaving them in perpetual need of upheaval and renewal. "
"Was für einzelne Teile stimme, träfe auf das Ganze nicht zu. ",What is true of the parts is not true of the whole. 
Mit anderen Worten: Kinder ertrinken zu lassen ist eine legitime Methode der Abschreckung. ,"In other words, allowing children to drown is a legitimate deterrent. "
Indiens Sitz am Tisch der Mächtigen ,India at the UN High Table 
"Aus diesem Grund müssen Griechenland und Deutschland als sein größter Gläubiger einen neuen Modus vivendi finden, um die Verhandlungen wieder aufzunehmen. ","It is for this reason that Greece and Germany, its largest creditor, need a new modus vivendi in order to resume negotiations. "
"Den normalen Chinesen ist Liu zu unbekannt, als dass das passieren könnte. ",Liu is too invisible to ordinary Chinese for that to happen. 
Traditionell hat das Wetter zudem erheblichen Einfluss auf Bürgerunruhen. ,There is a long history of weather having a profound impact on civil strife as well. 
"In Wirklichkeit hat es uns dazu gebracht, zusammenzubrechen. ","In fact, it used to break us down. "
"Etwa die Hälfte derjenigen, die unter dem Schutz von Medicaid stehen, sind Kinder. ",About half of all people covered by Medicaid are children. 
"Trotzdem muss das Problem, da es nun dem Gericht vorgelegt wurde, diskutiert werden. ","Even so, now that the issue has been put before the Court, it must be discussed. "
"Die zweite Frage lautet, wie man fremdfinanziertes Wachstum in Zukunft begrenzt. ",The second question is how to constrain leveraged growth in the future. 
Doch stattdessen sank der Index drei Mal stärker als andere. ,That is why Bank of Japan Governor Haruhiko Kuroda should respond accordingly if the tax increase has a deflationary impact. 
Israel ist heute in seiner Existenz stärker bedroht als zur Zeit des Osloer Abkommens. ,Israel is now more endangered in its existence than it was at the time of the Oslo Agreement. 
"Die Schwachstelle in Europas ,,hartem Kern"" ","The Soft Underbelly of Europe's ""Hard Core"" "
"Bemerkenswerterweise scheinen die Führer der Schwellenländer in ihrer Resignation gegenüber der scheinbar unvermeidlichen Auswahl für die Spitzenposition nicht zu realisieren, dass sie zumindest das Vorrecht der USA, die äußerst mächtige Nr. 2 des Fonds zu ernennen, in Frage stellen sollten. ","True, against all odds and historical logic, Europe seems poised to maintain the leadership of the IMF. "
"Dennoch gibt es eine lange Tradition der Großmächte, sich über das Völkerrecht hinwegzusetzen, während sie es gegen andere Staaten einsetzen. ",Yet there is a long history of major powers flouting international law while using it against other states. 
"Aber das Letzte, was die USA wollen, ist ein zweiter Kalter Krieg in Asien. ",But the last thing the US wants is a Cold War II in Asia. 
"Zu den Beamten zählen Lehrer, Polizisten, Müllmänner und Soldaten. ","Government employees include teachers, policemen, trash collectors, and military personnel. "
"Doch gegen Ende des Frühjahrs hatten sich nach dem Zusammenbruch der Firmen Enron, WorldCom, und Arthur Andersen diese Erwartungen verflüchtigt. ","By late spring, those expectations had disintegrated alongside the collapse of Enron, WorldCom, and Arthur Andersen. "
In noch schlechterem Zustand befinden sich die Finanzen des Staates und der Kommunen. ,State and municipal finances are in even worse shape. 
Das liegt weder im Interesse des Vereinigten Königreichs noch dem der EU. ,This is not in the best interest of either the UK or the EU. 
"Die Besatzungsmächte haben deshalb ganz Recht, wenn sie sich Sorgen darüber machen, dass eine massive Stimmenthaltung der Sunniten bei der Wahl zu einer großen schiitischen Mehrheit führt. ",The occupation powers are therefore right to be worried about an election in which massive abstention among Sunnis results in a large Shiite majority. 
"Sieht etwa eine Mutter ihr Kind nach einem Sturz weinen, mag sie zunächst Empathie mit dem Kind empfinden und seinen Schmerz und seine Trauer spüren. ","If, say, a mother sees her child crying after a fall, she may first empathize with the child, feeling its pain and sadness. "
Die grundsätzliche Antwort darauf muss sicher „Nein“ lauten. ,The first and principled answer must surely be no. 
Doch die Dimension der Maßlosigkeit ist trotzdem atemberaubend. ,But the scale of excess is nonetheless staggering. 
"In ehemaligen sowjetischen Satellitenstaaten, die erst vor kurzer Zeit ihre Souveränität wieder erlangten, findet eine derartige Rhetorik natürlich enormen Widerhall. ",Such rhetoric resonates powerfully in former Soviet satellites that have only recently regained their sovereignty. 
"Doch mit Sicherheit ist die Art und Weise, in der die Gesellschaft sich um ihre Kranken und Bedürftigen kümmert, ausreichend wichtig, um eine ernsthafte und durchdachte Diskussion zu verdienen, die auf dem beruht, was wir mit unseren eigenen Augen sehen, und nicht auf unwissenden, parteiischen Vorurteilen. ",But surely the way a society cares for its sick and needy and elderly is sufficiently important to deserve serious and thoughtful argument based on what we really can see with our own eyes rather than on uninformed partisan prejudice. 
Auf diese Weise werden die Gefahren durch die Abneigungen der Menschen eingedämmt. ,"That way, the dangers of popular antipathies will be contained. "
Im Vergleich zu den USA stützt sich Europa stark auf die Finanzierung über Banken. ,"By comparison with the US, Europe relies heavily on bank finance. "
Information verleiht Macht und mehr Menschen verfügen – im Guten wie im Schlechten - über Zugang zu mehr Information als jemals zuvor. ,"Information provides power, and more people have access to more information than ever before, for good and for ill. "
Das ist natürlich albern. ,"This claim is, of course, ludicrous. "
"Ja, Europa tritt zurzeit unter seiner Gewichtsklasse an. ","Yes, Europe currently punches below its weight. "
Doch ist eine stärkere Arbeitsmobilität kein Allheilmittel. ,But more fluid labor mobility is no panacea. 
"Ein offenkundiger Grund für den Erfolg von Frauen wie Le Pen, Kjærsgaard und Jensen ist ihr Wert im Hinblick auf Außenwirkung und Marketing ihrer Parteien. ","One obvious reason for the success of women like Le Pen, Kjaersgaard, and Jensen is their value for packaging and marketing their parties. "
"Dennoch könnte Sarkozy feststellen, dass genau diese von ihm geschürten Ängste die Menschen möglicherweise davon abhalten, ihn zu wählen. ","With his buzzy energy and nervous tics, he may not seem like the kind of reliable and steadfast leader that a nervous country so desperately needs. "
Ihnen gefällt sowohl nachzuahmen als auch nachgeahmt zu werden. ,They enjoy both imitating and being imitated. 
Auch die Globalisierung des Söldnertums zur Bekämpfung von Abweichlertum schreitet mit hohem Tempo voran. ,The globalization of mercenaries to crack down on dissent is also proceeding apace. 
Ein ähnlicher Vergleich lässt sich zwischen Sierra Leone und Botsuana anstellen. ,A similar pattern holds true in Sierra Leone and Botswana. 
Das ist aber nicht der Fall gewesen. ,But this has not been the case. 
"Wenn es ein nächstes Mal gibt, werden die USA ihre Entscheidung nach ihren besten Interessen fällen, ungeachtet dessen, was die UNO tut. ","If there is a next time, the US will make its judgments on what is in its best interests, regardless of what the UN does. "
"Dass kürzlich ein neuer Coronavirus aufgetaucht ist und in Großbritannien und im Nahen Osten neun Menschen getötet hat, erinnert uns daran, dass neue Behandlungen manchmal sehr schnell benötigt werden. ","The recent appearance of a new coronavirus, which has killed nine people in the United Kingdom and the Middle East, is a reminder that novel treatments are sometimes needed in a hurry. "
Oder wenn der Betreff lautet: „Nachricht für Esther“. ,Chances are I know several Alices. 
Aber man darf das Bessere nicht zum Feind des Guten machen. ,But the perfect should not be made the enemy of the good. 
"Ich und andere hatten über Jahre dafür plädiert, mehr Vertrauen in Stillhalteabkommen, Umstrukturierungen und Bankrott zu setzen. ","I, and others, had argued for years for a greater reliance on standstill agreements, restructurings, and bankruptcy. "
Nicht so jedoch Japan und der Rest von Westeuropa. ,But the rest of Western Europe and Japan have not. 
Die Energiegiganten ExxonMobil und General Electric nehmen in der Rangfolge der größten Rückkäufer eigener Aktien die Plätze eins und zehn ein. ,The energy giants ExxonMobil and General Electric are the first and tenth largest corporate buyers of their own shares. 
"Aber Arme werden nur zu oft ausgegrenzt, selbst wenn es Krankenhäuser gibt. ","But, all too often, the poor are excluded, even when the clinics exist. "
"Tatsächlich gab ExxonMobil genau zu dem Zeitpunkt, als BP mit den neuen Geldstrafen belegt wurde, gerade wieder ein neues Pipeline-Leck im Nigerdelta bekannt. ","Indeed, just as BP was being hit with new criminal penalties, ExxonMobil announced yet another pipeline leak in the Niger Delta. "
Bald wurde sie in ihrem eigenen Land abgestraft. ,She was soon punished at home. 
"Um sich vor den Ausgaben zu drücken, hat man alle Ausreden. ",Every excuse is made to avoid giving what is needed. 
Warum sollten sie eine effiziente Ressourcenzuweisung nicht uneingeschränkt befürworten? ,Why should they not fully embrace efficient resource allocation? 
Und was das für ein Krach war! ,And what a mess there was! 
Aber Politiker sind immun gegen Ratschläge aus der Wissenschaft. ,But politicians are averse to academic advice. 
"Eine Möglichkeit Kritik an dieser Denkart zu üben, ist einfach die Überlegenheit der westlichen Werte hervorzuheben. ",One possible line of criticism of this kind of thinking is simply to claim the superiority of Western values. 
"Ohne den Regen verdorrt das Gras und verdurstet das Vieh, was die Menschen an den Rand des Hungertods bringt. ","When the rains fail, the grasses shrivel, the livestock die, and communities face starvation. "
"In den USA hat die American Civil Liberties Union (ACLU), die darauf eingestellt war, dass Trump rasch Individualrechte mit Füßen treten würde, gezeigt, dass sie wie eh und je bereit ist, zentrale Verfassungsgrundsätze wie rechtsstaatliche Verfahren, Gleichheit vor dem Gesetz und religiöse Neutralität der staatlichen Organe zu verteidigen. ","In the US, the American Civil Liberties Union, having anticipated that Trump would quickly trample on individual rights, has shown that it is as prepared as ever to defend key constitutional principles such as due process, equal protection, and official neutrality with respect to religion. "
"Mit Ausbau der Versorgungskette werden die Kosten unweigerlich fallen, wie es auch mit der erneuerbaren Energie geschehen ist. ","As the CLT supply chain develops, costs will inevitably fall, as has happened with renewable energy. "
"Um sie zu verteidigen, würden Juden Nichtjuden immer belügen. ","To defend it, Jews would always lie to Gentiles. "
"Außerdem steht die US-Regierung nach 30 Jahren der Steuersenkungen ohne die nötigen Finanzressourcen da, um wirksame Programme in wichtigen Bereichen wie dem Übergang zu CO2-armer Energie umzusetzen. ",Implementation of public policy is just as important to good governance as the vision that underlies it. 
"Man könnte sogar sagen, gute Regierungsführung ist Entwicklung. ","By contrast, the intrinsic importance of the rule of law, transparency, voice, accountability, or effective government is obvious. "
Doch ist dem Problem durch mehr Geld allein nicht beizukommen. ,But throwing money at the problem is no panacea. 
Ministerpräsident Shinzo Abe hat hier einen durchwachsenen Start hingelegt. ,Prime Minister Shinzo Abe is off to an uneven start. 
Zweitens gab es eine Aufmerksamkeitsasymmetrie. ,"Second, there was an asymmetry in attention. "
Das politische Umfeld ist sehr viel feindseliger. ,The political environment is much more hostile. 
