src,ref
当你问到一个诚实的人 应如何惩罚造假支票的人 这个诚实的人 更可能会建议严惩不贷而不是宽大处理,"And if you ask someone honest what should happen to whomever did forge those checks, an honest person is much more likely to recommend strict rather than lenient punishment."
你们有谁认识那种无论什么事发生，都有办法 让自己生气的人？你们有谁认识这样的人？,How many of you know somebody who no matter what happens finds a way to get pissed off? How many know somebody like this?
古代中国 和希腊希波克拉底， 实际上曾经发表了 也记载了结核病可以被诊断 通过 从病人身体排出的挥发物。,"Already the old Chinese and the Greek, Hippocrates, have actually published, documented, that T.B. can be diagnosed based on the volatiles exuding from patients."
我想用一个例子，互联网 因为它是个特别好的关于 堆积简单的例子,"And I'm going to use as an example the Internet, because it's a particularly good example of stacked simplicity."
玻尔兹曼解释道 如果你从小熵值出发 它会很自然的增大 因为处于大熵值状态的途径更多,"Boltzmann explained that if you start with low entropy, it's very natural for it to increase because there's more ways to be high entropy."
我想以美国诗人露西尔 克利夫顿的诗来结尾。,I want to end with a poem by an American poet called Lucille Clifton.
各个星系离我们远去的速度都在不断加快着 所以我们说这个宇宙正在加速膨胀,Individual galaxies are speeding away from us faster and faster so we say the universe is accelerating.
但是在很多方面， 密谋的印象始终缠绕着我们。,"But in many ways, that image of the conspiracy still sticks with us."
黑猩猩不那么做的原因 是它们缺乏心理学家和人类学家所谓的 社会学习能力,Now the reason the chimpanzees don't do that is that they lack what psychologists and anthropologists call social learning.
你可以从小就培养他们养成这些习惯 以免将来他们感到后悔,You can teach those habits to young kids when they don't even feel the pain yet.
很多种类的失明，比如色素性视网膜炎 或者黄斑部变性 感光细胞是萎缩或者有损伤的,"In many forms of blindness, like retinitis pigmentosa, or macular degeneration, the photoreceptor cells have atrophied or been destroyed."
我的意思是，你认为在你的 研究生涯中的某刻 一些人，你或者其他的人 是否会带来根本性的成果 能够研究出这个看起来不肯能的难题,"I mean, what chances do you think there are that at some time in your career, someone, you or someone else, is going to come up with some paradigm shift in understanding what seems an impossible problem?"
当威望号油轮在西班牙海岸沉没后， 沙发垫大小的如胶状的石油层 漂浮在海面， 就像粘滞性的口香糖。,"When the Prestige sank off the coast of Spain, there were big, floating cushions the size of sofa cushions of emulsified oil, with the consistency, or the viscosity, of chewing gum."
到了他的儿子大流士的时期 整个东地中海 都处于波斯的统治之下,"And by the time of his son Darius, the whole of the eastern Mediterranean is under Persian control."
准备好面团的第二天，我们把这两个面团混合，得到环氧树脂。,"And on day two, we put those two pieces together. That's the epoxy."
印度北部的一个州工作非常到位， 他们把厕所和婚姻联系在一起，,One state in Northern India has gone so far as to link toilets to courtship.
治疗精神分裂症的安定药 就是这么干的,And this is exactly what happened which antipsychotic medication for schizophrenia.
令人震惊的是， 当你患有幻肢痛时，你对他人的手掌 进行按摩时， 你的疼痛感便会减轻。 这是因为你的神经元 正获取他人被按摩时 所获得的舒适感。,"Now the astonishing thing is, if you have pain in your phantom limb, you squeeze the other person's hand, massage the other person's hand, that relieves the pain in your phantom hand, almost as though the neuron were obtaining relief from merely watching somebody else being massaged."
整个的《地狱和天堂》 其实是关于自由意志 和宿命论的。,"So the whole ""Hells and Heavens"" is about free will and determinism."
而我们的实验对象 都是卡内基梅隆大学的学生,All of the subjects sitting in the experiment were Carnegie Mellon students.
但是我们还需了解图上部的结合体（即蛇吞尾）的象征意义。,But we'd like to know the synthesis symbolized at the very top.
那么，如果你能在皮氏培养皿中培养出电池将会怎样？,And so what if you could grow a battery in a Petri dish?
大脑其中的一个区域，叫前额叶皮层， 它在青春期阶段是最活跃的。,One of the brain regions that changes most dramatically during adolescence is called prefrontal cortex.
坦白的说积极区别对待政策在白人投票者中并不是很受欢迎，基本是这个样子。,"Affirmative action is not very popular frankly, with white voters, period."
"你看,这件事发生在 新墨西哥州的罗斯威尔 飞碟坠毁事件的几年之后.","You see, this was only a few years after the supposed flying saucer crash at Roswell, New Mexico."
笼子的缝隙后 是我今生所见过最悲伤的眼睛。,And in between those slits were the saddest eyes I've ever seen.
在西方尤其明显，从英国 和荷兰在启蒙时期开始,"It's especially evident in the West, beginning with England and Holland around the time of the Enlightenment."
下一个问题就是， 对于耳蜗植入者来说，音乐听起来到底是什么样的？,"Now the next question is, well how does it really sound?"
我想要学习加拉帕戈斯企鹅的社会行为， 但是你已经知道 企鹅很罕见。,"I thought I was going to study the social behavior of Galapagos penguins, but you already know penguins are rare."
那是一群被毒害了的老鼠， 由处于德克萨斯州的科学家朋友们， 用炭疽杆菌下的毒。,"That's a bunch of mice that had been poisoned by our scientist friends down in Texas, at Brooks Air Base, with anthrax."
类似地，你可以查看你的油脂含量 了解你总体的胆固醇含量， 你还可以进一步查看高密度脂蛋白和低密度脂蛋白的情况。,"Likewise, you can go over your lipids and, again, understand what your overall cholesterol level is and then break down into the HDL and the LDL if you so choose."
如果我们要有所进步达到永续发 展 我认为有三个非常大的变化 是我们需要的,"And if we're to make progress with the sustainability revolution, I believe there are three really big changes we need to bring about."
但你意识到 因为真空区也会有辐射 所以热涨落其实存在着 它以存在于真空区中的 有着各种不同组合的 自由度之间 不断的循环着,"However, you notice, since empty space gives off radiation, there's actually thermal fluctuations, and it cycles around all the different possible combinations of the degrees of freedom that exist in empty space."
你也可以去兰登书屋网站找到这段节选，,Or you can go to the Random House website where there is this excerpt.
大概是在我小学二年级的时候 有一次在课上临描米开朗基罗的作品半身裸像被发现了。,I think it was in my second grade that I was caught drawing the bust of a nude by Michelangelo.
亚里斯多德又说， 对待别人 我们也需要时常通融处理。,"And Aristotle said often in dealing with other people, we need to bend the rules."
一个小家伙小心翼翼的走过，使用更多的伺服控制器， 大量的伺服改装和大量的动力学来完成。,"A little, tiny guy walks along. More servo drives, lots of servo hacking, lots of mechanical stuff."
它让我觉得很不错 你现在听见这些词很多都是第一次说 是我以前在评论 '卡萨布兰卡' 和 '公民凯恩' 这两部电影的时候所说的,"It makes me feel good that many of the words you are hearing were first spoken while I was commenting on ""Casablanca"" and ""Citizen Kane."""
今天，我想谈谈 仿生学 仿生学被广泛用来 描述用机械设备，或者机器人 来替代有机体组成部分的科学,"So today, I would like to talk with you about bionics, which is the popular term for the science of replacing part of a living organism with a mechatronic device, or a robot."
所以，也许对农作物喷洒滴滴涕是一个非常糟糕的主意。,"So, maybe spraying DDT on crops is a really bad idea."
假如道德，道德的内涵 只是为了最大的享受 和最少的痛苦？,"What if morals, what if what makes something moral is just a matter of if it maximizes pleasure and minimizes pain?"
而那个 被我们推翻的政权 实际上是一个独裁政权， 一个专制统治， 几十年里 让整个国家内部以及民众 感到无能为力。,"And that regime that we got rid of was actually a dictatorship, an authoritarian regime, that for decades created a great sense of paralysis within the nation, within the people themselves."
进行药物治疗 抗药性的细胞会卷土重来,"Throw a drug at it, and resistant cells will grow back."
女性做一次核磁共振扫描， 就像驾着悍马轰隆隆进杂货店一样。,Screening the average young woman with an MRI is kind of like driving to the grocery store in a Hummer.
它是由贝律铭设计的，一个卓越的现代建筑设计师。,"It's designed by I. M. Pei, one of the premier modernist architects."
同时，她创造出了另一种仪式 使适龄女孩不再需要被割去阴蒂。,And in that time she created an alternative ritual which involved girls coming of age without the cut.
你提得愈高，你对文明就愈重要。,"The more you will rise, the more you will be important for the civilization."
到底谁写出 这么晦涩复杂 疯狂的东西？,Who on Earth would write something as convoluted and complex and inane?
关于奥斯卡 皮斯特里斯的问题是 他生来腿的下半部分就没有骨头。,The only issue with Oscar Pistorius is he was born without bones in the lower part of his legs.
我们猜想其中有很多来自于饮食 绿叶蔬菜，甜菜根、还有生菜 含有很多的一氧化氮，我们认为它最终来到皮肤,"We suspect a lot of these come from diet, green leafy vegetables, beetroot, lettuce has a lot of these nitric oxides that we think go to the skin."
女性的隐逸实际上是出自 拜占庭和波斯的惯例 穆斯林借鉴了这个习俗 并且把它变成自身宗教信仰的一部分,"Seclusion of women was actually a Byzantine and Persian practice, and Muslims adopted that and made that a part of their religion."
造影技术依靠的就是 肿瘤组织与周边组织的突显区别， 我们看到这些区别 在高乳腺密度的乳房中很模糊。,"Mammography relies on differences in the appearance of the tumor from the background tissue, and we've seen that those differences can be obscured in a dense breast."
即使作为一名科学家， 我曾参加过分子生物学家们的演讲 发现完全无法理解， 他们使用所有时髦的技术语言和行话 来描述他们的作品， 知道我遇到大卫 古德塞尔的艺术作品， 他是斯克里普斯研究所的分子生物学家,"Even as a scientist, I used to go to lectures by molecular biologists and find them completely incomprehensible, with all the fancy technical language and jargon that they would use in describing their work, until I encountered the artworks of David Goodsell, who is a molecular biologist at the Scripps Institute."
如果继续读下去 你会开始怀疑这类报道是否别有用心,"And as you start to read on, you can see that maybe there's some kind of political valence behind some of this."
如果你是教师，你会首推联合国教科文组织，等等,"Or if you are a teacher, you'll love UNESCO, and so on."
我们喜欢核磁共振成像的第二个原因 是它没有辐射。,The second reason we really liked MRI is that there's no radiation.
留给我们的仍然是一个可以引发海啸、允许奥斯威辛集中营存在的上帝。,We are still left with a God who can do the tsunami and allow Auschwitz.
尚未解决的国界问题、原油收益的争议 达尔富尔正在进行的冲突 都加剧了南苏丹的部落暴力冲突 也削弱了苏丹对于 全国的控制能力 这些都为非洲最大的国家 未来的前景 绘制了一幅令人沮丧的画像,"Unresolved boundary issues, squabbles over oil revenues, the ongoing conflict in Darfur, escalating tribal violence in the south and generally weak state capacity across all of Sudan complete a very depressing picture of the state of affairs in Africa's largest country."
联觉是指一种感官受到的刺激引起 另一种感官的感受， 例如色彩听觉。,"Now, synesthesia is the experience of a stimulus in once sense organ in another sense organ as well, such as colored hearing."
肉酱炖面，砂锅什锦， 布朗尼蛋糕，奶油蛋挞， 还有很多馅饼，各种口味都有。,"There was lasagna, there was casseroles, there was brownies, there was butter tarts, and there was pies, lots and lots of pies."
这么说来，是不是可以检验的假设 就是把人类放出认知牢笼的伟大发明呢？,"So, were testable conjectures the great innovation that opened the intellectual prison gates?"
只有千分之一的 棱皮龟幼龟会到达成年阶段。,Only one in a thousand leatherback hatchlings will reach maturity.
横跨德雷克海峡后 我们终于来到了南极洲,"After five days of crossing the Drake Passage, we have finally arrived at Antarctica."
在发生急性心肌梗死，病人会有什么反应呢？,"What is the response to acute myocardial infarction, a heart attack, today?"
而且他似乎还有些沾花惹草的名声。,And he had somewhat of a minor league womanizing reputation.
他面向加州理工学院本科生的讲课 成了《费曼物理学讲义》,"He gave lectures to Caltech undergrads that became ""The Feynman Lectures on Physics."""
但是其中的一个建议 尽管逻辑上讲是不错的 即是电梯里不安上下键 但如果电梯只在两层楼间运作的话 那样其实是很恐怖的一件事,"One of them also being, although logically it's quite a good idea to have a lift with no up and down button in it, if it only serves two floors, it's actually bloody terrifying, okay?"
当然，能像光一样用声音勾勒出 晾衣架，或者玉米片、牙膏 又或电影院大厅的公告板太好了,"Course, like light, it's great to be able to put sound to highlight a clothing rack, or the cornflakes, or the toothpaste, or a talking plaque in a movie theater lobby."
在邦纳症候群中 更高程度的幻觉并不会出现,"And in the Charles Bonnet syndrome, you don't go to those higher levels."
大卫.盖罗通过潜水艇拍下的影片把我们带到了地球最黑暗，最险恶同时也最美丽的生物栖息地。这里是海洋深处的峡谷和火山脊，这里怪诞，适应力强而且数量惊人的生命。,"With vibrant video clips captured by submarines, David Gallo takes us to some of Earth's darkest, most violent, toxic and beautiful habitats, the valleys and volcanic ridges of the oceans' depths, where life is bizarre, resilient and shockingly abundant."
子宫会脱落，毫不夸张，脱落出体外。,"The uterus would fall out, literally fall out of the body."
它们痛饮甜美的花蜜 接着都变得有点黏糊糊的。,They drink this fabulous nectar and then they're all a bit sticky.
一个没有免疫过麻疹的孩子 一旦感染麻疹 父母将要花费 数千卢用于治疗,"The same child that is not immunized against measles, if they do get measles, parents will spend thousands of rupees to help them."
胰岛素是一种激素，在饭后促进 身体的组织吸收营养,Insulin is a hormone that promotes the uptake of nutrients into your tissues after you eat a meal.
地下道曾经是城市繁荣的成果， 而现在却成为了被驱逐者们的避难所， 他们完全被城市寄居者的每日生活抛在脑后。,"The tunnel was once built for the prosperity of the city, but is now a sanctuary for outcasts, who are completely forgotten in the average urban dweller's everyday life."
我既不是在说，更谈不上去为之辩护 那种把别人的东西全部拿来 未经许可就到处散播的行为,I'm not talking about nor justifying people taking other people's content in wholesale and distributing it without the permission of the copyright owner.
我们使用的样本材料 来自布利格姆妇女医院的年轻病理学家,And so we worked with samples of material that were collected by young pathologists at Brigham Women's Hospital.
不管你是研磨是哪种泥沙 不管是细菌，植物或者动物,"It doesn't matter what kind of sediment you're using to grind up, whether it's bacteria or any other plants or animals."
我们今天来讲讲《难以忽视的真相》之续集。,"We are going to talk today about the sequel of ""Inconvenient Truth."""
还有礼拜天在祖母家的时要怎样有礼貌,"You know, how to have table manners at granny's Sunday party."
如果你看过《难以忽视的真相》，你应该知道 戈尔的整个演讲中最重要的一张幻灯片是最后一张， 它展示了如果我们什么都不做的话，温室气体排放的走向（上升） 以及温室气体排放应该达到的走向（下降）。,"For those of you who saw ""An Inconvenient Truth,"" the most important slide in the Gore lecture is the last one, which shows here's where greenhouse gases are going if we don't do anything, here's where they could go."
为了弄清为什么 请假想进化早期的两个场景,"And to see why, consider two scenarios from early in our evolution."
当你接诊一位有幻肢的病人时，幻肢即是 截肢或残废的患者仍感到自己有该肢体的存在，当他观察他人 被触碰时，他也会有此感。,"So, you have a patient with a phantom limb. If the arm has been removed and you have a phantom, and you watch somebody else being touched, you feel it in your phantom."
这是历史性的，这能否在阿富汗成功 有了联合国阿富汗援助团和世界卫生组织 以及民间组织等等的帮助？,"It was historical. Could it work in Afghanistan with UNAMA and WHO and civil society, etc., etc., etc.?"
如包可华 透过影像留下他那一丝幽默 影带在他死后随即出现，说着： “嗨! 我是包可华，我刚刚死了。”,"So Art Buchwald left his legacy of humor with a video that appeared soon after he died, saying, ""Hi! I'm Art Buchwald, and I just died."""
我应该提一下，你在这儿看着的每一件东西 都是费了很大劲儿人为照亮的。,"I should mention that everything you're seeing here, by the way, is artificially illuminated at great effort."
这点足以解释 真迹和仿画的不同,And that could explain the difference between an original and a forgery.
她会学到 这一生会迎面直击很多困难， 等着你奋力反击时好再次踢你的肚子。,"And she's going to learn that this life will hit you hard in the face, wait for you to get back up just so it can kick you in the stomach."
上一个探索的地方是 洪都拉斯考潘市的玛雅遗迹。,"The last place I visited was the Mayan ruins of Copan, Honduras."
但是根据摩尔定律，经常和这个成倍增一起认定， 只是很多例子里的一个，因为它基本是 科技进化过程的一个性质。,"But Moore's Law, which is very often identified with this exponential growth, is just one example of many, because it's basically a property of the evolutionary process of technology."
我刚在想关于和这些 非凡的人们共事时， 这些形形色色的人们， 有着各种各样的阴道故事。,"And I was thinking about how being with these extraordinary people on this particular panel that it's beneath, beyond, and between, and the vagina kind of fits into all those categories."
这张幻灯片以前也展示过，是著名的侏罗纪始祖鸟。,This slide was shown before. This is the famous Jurassic bird Archaeopteryx.
它是战乱频仍的刚果 是冷漠相待的世界，,It was the continuing devastating war in the Congo and the indifference of the world.
不管是基于什么原因， 耳蜗的植入没能在病人听旋律时 成功地刺激他的听觉皮层。,"So for whatever reason, this implant is not successfully stimulating auditory cortices during melody perception."
第二点 巨型黑洞之间 是如何产生影响的 如果可能的话 尽可能的理解它们在形成星系的过程中 所扮演的角色以及这过原理,"Second, we've been able to look at that interaction of how supermassive black holes interact, and understand, maybe, the role in which they play in shaping what galaxies are, and how they work."
我主要是想成为 流行尖端或杜兰杜兰（两个著名乐队）的第五名成员。,And mostly I wanted to be the fifth member of Depeche Mode or Duran Duran.
"好, 一会儿,你会感觉到一定的压力,好吧, 我要你感觉到这种压力,","OK, now, in a moment, you'll feel a certain pressure, OK, and I want you to be aware of the pressure."
现在弦理论出现并告诉我们 对，重力，量子力学，电磁力学 都可以被统一起来 但前提是我们的宇宙拥有更多的维度，多过我们能观察到的,"And now string theory comes along and says, yes, gravity, quantum mechanics, electromagnetism, all together in one package, but only if the universe has more dimensions than the ones that we see."
哈德斯，冥界之神 绑架了春之神普西芬妮 又强迫她签下一纸婚书 只允许她每年定时回到地面，然后就放她走了,"Hades, God of the Underworld, kidnaps Persephone, the Goddess of Spring, and negotiates a forced marriage contract, requiring her to return regularly, and lets her go."
难道他看起来不是舒舒服服，整装待发么？ 难道他看起来不是什么天灾人祸都能挺过去么？然后你再看看这个坐在后排的（仅仅用了安全带的假）孩子， 看起来他已经（被安全带勒的）喘不过来气了，更别提发生车祸了。,"Does he not look content, ready to go, like he could survive anything? And then, if you look at the kid in back, it looks like he's already choking before the crash even happens."
但是，文娱运动的本质就是漫无目的地取乐 但是，文娱运动的本质就是漫无目的地取乐 但是，文娱运动的本质就是漫无目的地取乐 这是文娱活动区别于生产劳动的重要本质 这是文娱活动区别于生产劳动的重要本质 这是文娱活动区别于生产劳动的重要本质 所以，没有哪条体育运动规则可以称得上具有本质意义 所以，没有哪条体育运动规则可以称得上具有本质意义 所以，没有哪条体育运动规则可以称得上具有本质意义,"But since it is the very nature of a game to have no object except amusement, that is, what distinguishes games from productive activity, it is quite impossible to say that any of a game's arbitrary rules is essential."""
在穆斯林世界有这样一批人 他们十分严肃的看待伊斯兰教，关心伊斯兰教， 对于它们来说伊斯兰教是一种信仰，文化或者深刻价值观的本源， 或者仅仅是一种强有力的，个人身份的来源， 他们认为并且大声宣称伊斯兰教和民主 事实上是不存在冲突的，而且在深层次兼容。,"Well, all over the Muslim world there are people who take Islam deeply seriously, people who care about Islam, for whom it's a source either of faith, or of civilization, or of deep values, or just a source of powerful personal identity, who think and are saying loudly that Islam and democracy are in fact not in conflict, but are in fact deeply compatible."
我们想清楚的是 卵巢癌细胞是如何对这种叫顺铂的药 产生抗药性,So we wanted to figure out how these ovarian cancer cells are becoming resistant to this drug called Cisplatin.
并且，一旦（病菌）对抗生素的抗药性增强， 那么抗生素就不在能消灭有害的菌株了。,"And once you get increased antibiotic resistance, the antibiotics aren't knocking out the harmful strains anymore."
它给了我们看待人类起源的一个全新的观点 以及这对人类有什么意义。 所有传统的文化进化， 人类的起源， 以及是什么将我们区别于其他物种。,"It gives us a completely new view of human origins and what it means to be human, all conventional theories of cultural evolution, of the origin of humans, and what makes us so different from other species."
爱因斯坦的狭义相对论 关注的是麦克斯韦方程体系的整体对称性。 这被称之为狭义相对论,"Then Einstein, with his special theory of relativity, looked at a whole set of symmetries of Maxwell's equations, which are called special relativity."
这样的景象你可以在 佛罗里达群岛海洋保护区的大部分地方见到,This is where you can see most of the Florida Keys National Marine Sanctuary.
英国性学家罗伊列文 推测这可能是为何男子 会进化成喜欢高频率自慰,British sexologist Roy Levin has speculated that this is perhaps why men evolved to be such enthusiastic and frequent masturbators.
学院之现实与社会面临的挑战 二者之间的差异竟然如此之大 而这一挑战之深度 让人不得不停下来 进行反思 而发生在学院以外的一切，向我们发出这样的声音 退缩是不可能的,"When the astronomical distance between the realities of the academy and the visionary intensity of this challenge were more than enough, I can assure you, to give one pause, what was happening outside higher education made backing off unthinkable."
我们似乎将整个石油行业当成 首席执行官们个人的产业。,And we've sort of personalized the whole oil industry into these CEOs.
但是你知道，我们变得对这个线性故事 很著迷。,"But, you know, we have become obsessed with this linear narrative."
的确，你知道简洁是什么 你也知道复杂是什么,"That is, you know what simplicity is, you know what complexity is."
在演讲开始，我愿意先讲一个事情， 如果说去年有什么让我印象深刻， 就是极具讽刺意味的 出版一本号召讲将速度慢下来的书 你却不得不超快速的四处推销它。,"What I'd like to start off with is an observation, which is that if I've learned anything over the last year, it's that the supreme irony of publishing a book about slowness is that you have to go around promoting it really fast."
下面我想讲一下,"What is this, what is this, what am I telling?"
作为一个盲人 你的视觉记忆在退化 取而代之的是你对东西的感觉 和东西发什么样的声音 以及东西有什么样的气味,"And as a blind person, your visual memory fades and is replaced with how you feel about things and how things sound and how things smell."
原因是人们把发生在自己身上的事情 全当作自己的责任,And some of the reason for that is that people take what happens to them extremely personally.
既美味又有营养， 还有我去喀什的时候学到， 它代表食物浪费的禁忌。,"It's delicious, it's nutritious, and as I learned when I went to Kashgar, it symbolizes their taboo against food waste."
这个瓣膜无须开心手术， 就能被植入人的心脏里。,And what happens is this can be implanted into a human heart without open heart surgery.
例如，垃圾排放， 你可能认为仅仅是简单地排放掉， 但是法律关于 船舶垃圾排放的规定 实际上离岸上越远就越软弱。,"For example, garbage discharge, something you would think just simply goes away, but the laws regulating ship discharge of garbage actually get weaker the further you are from shore."
谈论手术机器人 也就是谈论手术。,A talk about surgical robots is also a talk about surgery.
我们是世界上第一个 记录婴儿 在脑磁图显示机下的 学习的脑图。,We're the first in the world to record babies in an MEG machine while they are learning.
但是专家们针对这个试验完成了篇报告， 然后西方医疗界开始使用电击疗法 诱发病人抽搐，以治疗精神分裂症或者严重抑郁症。,"But they wrote a paper about this, and everybody in the Western world began using electricity to convulse people who were either schizophrenic or severely depressed."
通过实验，我们得知小鸡是如何长出翅膀的 以及是什么机制使得细胞分化而具有不同功能 我们要做的其中一件事 是阻止非分化细胞，即癌细胞 我们要学会做的一件事 是如何模拟干细胞重新编程细胞 模拟干细胞可以分化出骨头，胃，皮肤，胰腺,"And in the measure that we learn how chickens grow wings, and what the program is for those cells to differentiate, one of the things we're going to be able to do is to stop undifferentiated cells, which you know as cancer, and one of the things we're going to learn how to do is how to reprogram cells like stem cells in such a way that they express bone, stomach, skin, pancreas."
我再概括一下 其实帮纳症候群是个常见现象,I think I just want to recapitulate and say this is common.
一个是犒赏系统 分泌出多巴胺,"One is the reward system, and that's fed by the chemical dopamine."
《生活杂志》在其中起了助推作用 宣称用完就丢的生活方式 以此将家庭主妇从洗涤碗碟的杂务中解放出来,Life Magazine helped in this effort by announcing the introduction of throwaways that would liberate the housewife from the drudgery of doing dishes.
在不那么明显的例子中 还是有一种磋商在进行着,"In less blatant cases, there's still a kind of negotiation that often goes on."
这些是多巴胺神经元 你们中的一些可能可能听说过它在大脑的快感中枢某处,"These are the dopamine neurons, which some of you may have heard about, in some of the pleasure centers in the brain."
他们在找下一世的大宝法王噶玛巴， 我注意到他们在和我的父母谈话， 之后他们告诉我这个消息， 说我就是大宝法王卡玛巴。,"They were looking the next Karmapa, and I noticed they were talking to my mom and dad, and the news came to me that they were telling me that I was the Karmapa."
而实际上，这一整块冰的底层 亿万只片脚类和桡足类生物 正在冰下觅食 繁殖，在这里度过整个生命周期,"But what happened is that the entire underside was full of these billions of amphipods and copepods moving around and feeding on the underside of the ice, giving birth and living out their entire life cycle."
我们让牛津街和图腾汉厅路陷入停顿。,We brought Oxford Street and Tottenham Court Road to a standstill.
他们的想法，当他们心里 没有芥蒂,"They bring their ideas, but as themselves, with no, you know, residue over them."
而且还不是仅仅对所有的车祸都是这样， 当你比较任何一种类型车祸，这个结论都适用。,And it's not just overall. It's very robust to anything you want to look at.
第三，制定足以同时 保障塞尔维亚人与阿尔巴利亚人 的制度之时 缺乏对于未来的前瞻性,"And third, a lack of imagination when it came to designing institutions that could have addressed the concerns of Serbs and Albanians alike."
核磁共振在肿瘤诊断方面相当灵敏， 但它也非常昂贵。,"And MRI is exquisitely sensitive for finding tumors, but it's also very expensive."
你能想象如果我们通过哈勃望远镜 看到了这些？,Could you image if we looked through the Hubble Telescope and we saw that?
当我对某些人提及蘑菇时， 他们立即想到波特比罗蘑菇或魔法蘑菇， 他们的目光呆滞，他们认为我有些疯狂。,"When I mention mushrooms to somebody, they immediately think Portobellos or magic mushrooms, their eyes glaze over, and they think I'm a little crazy."
橙色落叶剂是一种在越南战争使用的落叶剂 使越共和北越军队失去丛林掩护。,Agent Orange was a defoliant used during the Vietnam War to deny cover to the Vietcong and the North Vietnamese army.
"我们只要你坦诚地，真心地 说一句：""对不起，","We just need you to be authentic and real and say, ""We're sorry."
人们最开心的时候是当他们处于心流之中 醉心于外界的某项活动中 与别人相处 身体动起来 做运动 专情于某人 学习 性生活 等等,"Because when you think about it, people are happiest when in flow, when they're absorbed in something out in the world, when they're with other people, when they're active, engaged in sports, focusing on a loved one, learning, having sex, whatever."
理所当然的，用来化解赚钱带来的罪恶的组织， 怎么能又自己跑去赚钱呢？,"So of course, how could you make money in charity if charity was your penance for making money?"
继续，就开始了代数一，代数二的学习， 会涉及一点学微积分前必修的课程。,"Further down, you start getting into algebra one, algebra two, a little bit of precalculus."
就像我被 书本、 各种杂志 与他人的对话或电影启发的方式 所以我想 当我把有趣的 不同寻常的 吸引人的 能够在脑中引起思索 的作品放入大众媒体时 我找寻民众的想像力,"Just in the way that I'm inspired by books and magazines of all kinds, conversations I have, movies, so I also think, when I put visual work out there into the mass media, work that is interesting, unusual, intriguing, work that maybe opens up that sense of inquiry in the mind, that I'm seeding the imagination of the populace."
因为实际上那不是美元，而是比索 在布宜诺斯艾利斯，非常聪明的街头售货商 决定实践一下这种价格歧视 用来占任何一个路过的美国佬的便宜。,Because actually it's not the dollar. It's actually the peso in Buenos Aires. Very clever Buenos Aires street vendors decided to practice price discrimination to the detriment of any passing gringo tourists.
许多人尝试用图钉把蜡烛钉在墙上,Now many people begin trying to thumbtack the candle to the wall.
我们发现的一个影响手术进行 和手术安全 的重要医疗瓶颈 就是麻醉,Now one of the major bottlenecks that we've found that's sort of preventing both the access in the first place and the safety of those surgeries that do happen is anesthesia.
所以，问题是，你怎么能够携带一个飞行员环球飞行 驾驶一架飞机， 它所消耗的能源同等于照明一个大的圣诞树？,"So the question is, how can you carry a pilot around the world with an airplane that uses the same amount of energy as a big Christmas tree?"
其中一个问题说的是 阿拉伯语中存在一些发音 是欧洲人无论如何也无法发出的 如果没有经过大量的练习。,One problem is there are some sounds in Arabic that just don't make it through a European voice box without lots of practice.
我们和自然保育局合作 请史塔佛溪矫正中心的囚犯 种植濒临绝种的草原植物 用来重建华盛顿州的荒废草原,We partnered with the Nature Conservancy for inmates at Stafford Creek Correctional Center to grow endangered prairie plants for restoration of relic prairie areas in Washington state.
以此警告我，我把它惹毛了,She's about to let me know she's too frustrated with me.
趋化因子的本质是化学引诱物 它们是癌症的红绿灯信号。,"And chemokines are essentially chemical attractants, and they're the stop and go signals for cancer."
作为一个美国人，你对这样照片作何感想？,"As an American, how do you feel about this picture?"
谁来支付这个并不重要， 我们最好以一种根本不同的方式开始关心 和对待家庭和病人 以及家庭成员，和护理人员 把他们当作互相协调的团队 用这里已经有的全新技术 以完全不同的方式来护理。,"No matter who pays for it, we better start doing care in a fundamentally different way and treating the home and the patient and the family member and the caregivers as part of these coordinated care teams and using disruptive technologies that are already here to do care in some pretty fundamental different ways."
在当今伊朗 索罗亚斯德教教徒和基督徒 在伊朗议会中的地位得以保障，这是非常值得自豪的,"And in the current Iran, Zoroastrians and Christians have guaranteed places in the Iranian parliament, something to be very, very proud of."
或者欧洲粒子物理研究所的大型强子对撞机没有发生什么事情。,Or what's not happening in the Large Hadron Collider in CERN.
当你只是这所学校里的一名小男孩的时候， 你有什么想法，比方说你将来会成为什么人？,"Now, when you were a young boy in this school, what were your thoughts, like what did you think you could become?"
"事实上，你要是回到从前, 多种人科动物并存， 或者拥有共同祖先的人科动物并存是很常见的事情。","In fact, if you go back in time, it is the norm that there are multiple species of hominids or of human ancestors that coexist at any one time."
如果那个淋巴结有肿瘤 妇女才会继续 进行腋淋巴结切除手术。,"And then if that node has cancer, the woman would go on to get the axillary lymph node dissection."
记忆是 长期有序发生的动作 就像一个在弹奏贝多芬奏鸣曲的钢琴家,"Consider the memory of long temporal sequences of movements, like a pianist playing a Beethoven sonata."
我开始在工业界工作， 但是我工作不开心 来迎合商品消费为主的 线性市场，以及行销手段 和生产的模式。,"I started working in the industry, but I wasn't really happy to contribute to a material consumer society in a linear, extracting and manufacturing mode."
