src,ref
"Similarly, how does a fascist decide what to teach kids in school? ","Genauso: Wie entscheidet ein Faschist, was Kindern in Schulen gelehrt wird? "
(Applause) Now I know definitely which one I would choose. ,"(Applaus) Jetzt weiß ich genau, was von beiden ich wählen würde. "
"And that spark that you've been hearing about all day today, you can use that spark that you have within you and turn it into a fire. ","Und diesen Funken, von dem ihr heute den ganzen Tag gehört habt und der in euch ist, könnt ihr benutzen und in eine Flamme verwandeln. "
"But it's not really that easy, that it's all a good story. ","Aber es ist nicht so einfach, nicht alles ist eine glückliche Geschichte. "
"And when your teenage daughter says, ""Lunch,"" like mine did, and I want to hear about the math test, not lunch, you have to still take an interest in lunch. ","Und wenn Ihre Teenager-Tochter, so wie meine, sagt: ""die Mittagspause"" und ich aber vom Mathetest hören will, nicht von der Mittagspause, dann müssen Sie trotzdem nach der Mittagspause fragen. "
"Eventually you will run out, and the laws of economics will drive civilization towards sustainable energy, inevitably. ","Über kurz oder lang geht sie aus, und die ökonomischen Gesetzmäßigkeiten werden die Zivilisation hin zu nachhaltiger Energie lenken, unvermeidlich. "
"An excellent journalist knows how to pick the story that will make headlines, and people will read it because it's sensational. ","Ein exzellenter Journalist weiß, welche Geschichte er wählen muss, um Schlagzeilen zu machen. Die Leute werden sie lesen, weil sie spektakulär ist. "
Now here is the catch. ,Doch die Sache hat einen Haken. 
Then sort of take a leap and think about the universe forming. ,Dann machen Sie mal einen Gedankensprung und denken Sie an die Entstehung des Universums. 
And I'll touch on the policy implications of that in a moment. ,Und ich komme gleich zu den Auswirkungen dieser Politik. 
"and there is almost nothing we can do about it, aside from taking a ruler and starting to measure it. ",Und es gibt fast nichts was wir dagegen tun können. Außer ein Lineal nehmen und Anfangen es zu messen. 
Let me give you an example of that. ,Ich werde Ihnen ein Beispiel geben. 
"About 10 years ago, I took on the task to teach global development to Swedish undergraduate students. ","Vor ungefähr 10 Jahren übernahm ich die Aufgabe, schwedische Studenten im Grundstudium globale Entwicklung zu lehren. Damals hatte ich seit ca. "
"But again, a little diversion to the topic of organ donation. ","Machen wir einen weiteren Umweg, und schauen uns Organspende an. "
Now think about the impact that this is going to have on our daily lives. ,"Denken Sie an den Einfluss, den das auf unseren Alltag haben wird. "
"For that service the Red Brigades were actually paid a fee, which went to fund their organization. ","Für diesen Dienst erhielten die Roten Brigaden eine Vergütung, die zur Finanzierung ihrer Organisation verwendet wurde. "
Here's what you get on cortisol. ,Im Hinblick auf Cortisol erleben wir dies: Menschen mit viel Macht 
Let's see if you can get this one. ,Zuschauer: Selbstbewusstsein. 
"Lastly, I want to talk about growth. ",Zuletzt möchte ich über Wachstum sprechen. 
"Do the monkeys actually want to play it safe and then go with the guy who's going to do the same thing on every trial, or do they want to be risky and try to get a risky, but big, bonus, but risk the possibility of getting no bonus. ","Wollen die Affen nun auf Nummer Sicher gehen, und sich an die Person halten, die bei jedem Versuch das Gleiche macht, oder wollen sie ein Risiko eingehen, und versuchen einen unsicheren, aber großen Bonus zu erlangen, aber auch riskieren keinen Bonus zu bekommen. "
"And so the question that I was asked to specifically help answer, which is one that aid workers ask themselves in war zones the world over, is: What the hell do we do now? ","Die Frage, bei deren Antwort ich mithelfen sollte -- und die fragen sich Helfer in den Kriegszonen der Welt -- ist: Was zur Hölle machen wir nun? "
"Several times a day I would get that welling in my chest where you know the tears are coming, but I couldn't stop them and with them came desperation and hopelessness. ","Mehrmals am Tag spürte ich dieses Beben in der Brust, das die Tränen ankündigt, doch ich konnte sie nicht aufhalten. Mit ihnen kamen Verzweiflung und Hoffnungslosigkeit. "
"And for me, this is the definition of fairness. ",Für mich ist das die Definition von Gerechtigkeit. 
Why is it that the Ebola vaccine wasn't fully developed at this point? ,Wieso wurde der Ebolaimpfstoff bis zu diesem Zeitpunkt nicht fertig entwickelt? 
Right? So this is the first example. ,Alles klar? Also hier ist das erste Beispiel. 
"That means we do not know the answer yet, right? ","Also kennen wir die Antwort nicht, oder? "
"What I mean by this is, when you start to get in touch with people and you get back in touch with those people from the past, the people with whom you worked or went to school, they are going to remember you as you were before your career break. ","das heißt, wenn man auf Menschen zugeht und wieder Kontakt mit Personen aus der Vergangenheit aufnimmt -- Menschen, mit denen man früher zusammengearbeitet hat oder zur Schule gegangen ist --, dann erinnern sie sich an einen, so wie man war, bevor man seine berufliche Tätigkeit unterbrochen hat. "
"And again, in action. ","Und nochmal, in Aktion. "
So let me end with some thoughts about model building. ,Ich werde mit einigen Gedanken über Modellentwicklung schließen. 
"Now, let me set another example. ",Lassen Sie mich ein anderes Beispiel nennen. 
"and the answers are ""I don't know, because no one does,"" or ""What's the question?"" Even better. ",""", und die Antworten wären: ""Keine Ahnung, weiß aber auch sonst keiner."" oder ""Was ist die Frage?"" – Noch besser. "
Now here's what I'd like to do. ,Jetzt möchte ich Folgendes tun. 
"So what does that tell me? I've got to go back now to my three sources and look at what they told me: the one who said the bridge didn't exist, the one who said the bridge wasn't in Hama, and the one guy who said, ""Yes, the bridge does exist, but I'm not sure about the water levels."" ","Was sagt mir das also? Jetzt müssen wir uns die Aussagen der drei Quellen genau betrachten. Eine hatte gesagt, die Brücke existiert nicht. eine hatte gesagt, die Brücke liegt nicht in Hama und eine hatte ihre Zweifel wegen des Wasserspiegels geäußert. "
"As a matter of fact, one of the most fun things I've ever done in my whole life was this Christmas season at the Guggenheim in New York. ","Tatsächlich fand eines der Dinge, an denen ich in meinem Leben am meisten Spaß hatte, gerade in dieser Adventszeit am Guggenheim in New York statt. "
"Now you're probably thinking, ""Well, OK, one in 300 chance of lowering my cholesterol. ","Jetzt denken Sie vermutlich: ""Okay, eine 1:300-Chance mein Cholesterin zu senken. "
Let me give an example. ,Ich gebe Ihnen ein Beispiel. 
"So for me, as a lawyer, of course, my first reaction was to think, well, of course we've got to change all the laws. ","Meine erste Reaktion als Anwalt war natürlich: Gut, dann müssen wir das Gesetz ändern, "
"In this case, ""Keeping a Diary Supports Personal Development"" -- I've been keeping a diary since I was 12. ",Hier unterstützt Tagebuchführung die persönliche Entwicklung. Ich führe ein Tagebuch seit meinem zwölften Lebensjahr. 
And then you put the address of where you want to send the person. ,Dann wird die gewünschte Zieladresse eingegeben. 
So one thing I want to encourage you to think about is the idea of what an urban island is. ,"Also wollte ich Sie dazu ermutigen, über das Konzept einer ""urbanen Insel"" nachzudenken. "
"Imagine you did that, right? ","Stellen Sie sich vor, Sie würden das tun. "
"So, instead of a reductionist view, we're taking a step back. ",Also statt einer reduktionistischen Sichtweise treten wir einen Schritt zurück. 
"It'll be more realer if she reads it."" ","Das wird viel echter, wenn sie ihn liest."" "
"So, what you'll see in a moment is a very simple biped that's learning how to walk using artificial evolution. ","Was ich gleich zeigen werde, ist ein sehr einfacher Zweibeiner, der durch künstliche Evolution lernt zu laufen. "
What is the process of cartography? ,Wie funktioniert Kartografieren? 
"Now, the crazy thing about this method is that it actually really works. ","Das verrückte an dieser Methode ist, das sie wirklich funktioniert. "
"So my day-to-day definition of mathematics that I use every day is the following: First of all, it's about finding patterns. ","Meine Alltagsdefinition von Mathematik, die ich ständig benutze, lautet: Erstens geht es darum, Muster zu finden. "
"The first one is that just because something has worked in the past so well, doesn't mean it's going to work in the future. ","Die erste Lektion ist: Auch wenn etwas in der Vergangenheit gut funktioniert hat, heißt das nicht, dass es in der Zukunft genauso gut funktionieren wird. "
"So taking Peterborough as an example, we add case management across all of the different organizations that we're working with so they know what actually has been done with different prisoners, and at the same time they learn from the Ministry of Justice, and we learn, because we pushed for the data, what actually happens, whether they get re-arrested or not. ","Nehmen wir zum Beispiel Peterborough. Dort haben wir ein Fallverwaltungssystem hinzugefügt, um all die Organisationen, mit denen wir zusammen arbeiten, zu vernetzen. Nun wissen sie, was mit verschiedenen Gefangenen geschehen ist, gleichzeitig erhalten sie Informationen aus dem Justizministerium und wir erfahren, weil wir auf die Daten gedrängt haben, was denn passiert, ob sie erneut festgenommen werden oder nicht. "
"or you've been putting government or scientific data online, I just wanted to take this opportunity to say: Thank you very much, and we have only just started! ","gerufen haben oder Sie Regierungs- oder wissenschaftliche Daten online gestellt haben, wollte ich diese Gelegenheit einfach nutzen um Danke zu sagen und wir haben gerade erst angefangen! "
"The point is to gather random words, not information from the category you're thinking for. ","Es geht darum, willkürliche Wörter zu sammeln anstatt Informationen über die betreffende Kategorie. "
"And what I came up with over time was that the people who deny their experience, and say, ""I was depressed a long time ago, I never want to think about it again, I'm not going to look at it and I'm just going to get on with my life,"" ironically, those are the people who are most enslaved by what they have. ","Mit der Zeit fand ich heraus, dass die Menschen, die ihre Erfahrungen leugnen, die sagen: ""Ich war vor langer Zeit depressiv und ich will nie mehr darüber sprechen und ich werde nicht mehr daran denken, ich werde einfach mit meinem Leben weitermachen. "", ironischerweise die Menschen sind, die nahezu von dem, was sie haben, unterjocht werden. "
Or the way we went to describe that later: manifest destiny. ,"Oder die Weise, zu der wir später übergegangen sind, um es zu beschreiben: manifestiertes Schicksal. "
"Donate it, take it, and so on. ","Es spenden, es nehmen, und so weiter. "
We don't need sophisticated heart transplants around the world. ,Wir brauchen keine anspruchsvolle Herztransplantationen auf der ganzen Welt. 
"Every one of us has a different set of acquired skills and abilities that all derive out of the plasticity, the adaptability of this really remarkable adaptive machine. ","Jeder von uns hat sich verschiedene Fähigkeiten angeeignet, die sich alle von der Formbarkeit und Anpassungsfähigkeit dieser bemerkenswert anpassungsfähigen Maschine herleiten. "
"It could be asking someone out, ending a relationship, asking for a promotion, quitting a job, starting a company. ","wie nach einem Date zu fragen, eine Beziehung zu beenden, eine Beförderung zu beantragen, zu kündigen, eine Firma zu gründen, alles Mögliche. "
Thank you. (Applause) (Applause) Thank you. Thank you. You're very kind. (Applause) Thank you. (Applause) ,"Ich danke Ihnen. (Applaus) (Applaus) Danke, Vielen Dank. Sie sind sehr freundlich. (Applaus) Danke. (Applaus) "
"Now, when I was first doing this, all I was trying to do was count the numbers of sources. ","Als ich das zum ersten mal machte, versuchte ich nur die Zahl der Quellen zu zählen. "
"Now, let's try that again. ",Lassen Sie uns das noch einmal versuchen. 
Let's take a closer look. ,Sehen wir uns das genauer an. 
"In a way, just like Tolstoy's statement about every unhappy marriage being different, every collapsed or endangered society is different -- they all have different details. But nevertheless, there are certain common threads that emerge from these comparisons of past societies that did or did not collapse and threatened societies today. One interesting common thread has to do with, in many cases, the rapidity of collapse after a society reaches its peak. There are many societies that don't wind down gradually, but they build up -- get richer and more powerful -- and then within a short time, within a few decades after their peak, they collapse. For example, the classic lowland Maya of the Yucatan began to collapse in the early 800s -- literally a few decades after the Maya were building their biggest monuments, and Maya population was greatest. ","So wie nach Tolstoy jede unglückliche Ehe verschieden ist, so ist jede kollabierte oder gefährdete Gesellschaft verschieden - sie alle haben unterschiedliche Details. Aber trotzdem gibt es gewisse Gemeinsamkeiten, die sichtbar werden, wenn wir vergangene Gesellschaften, die kollabiert sind oder nicht, mit heute bedrohten Gesellschaften vergleichen. Eine interessante Gemeinsamkeit hat in vielen Fällen zu tun mit der Geschwindigkeit des Kollapses nach dem Erreichen eines Gipfelpunkts. Viele Gesellschaften steigen nicht graduell ab, sondern wachsen, werden reicher und mächtiger, und dann, innerhalb kurzer Zeit, innerhalb weniger Jahrzehnte nach ihrem Gipfel, brechen sie zusammen. Z.B. begann der Kollaps der ehemaligen Flachland-Maya aus Yucatan zu Beginn des 8. Jh., nur wenige Jahrzehnte nach dem Bau ihrer größten Monumente, und als die Bevölkerung am größten war. "
You need to reward those who cooperate and blame those who don't cooperate. ,"[Regel 6] Wir müssen die, die miteinander arbeiten, belohnen, und die, die es nicht tun, rügen. "
"I propose to explore this idea further, to examine the potential of creating a for-profit, fee-based BPO kind of service to stop bribes and prevent corruption. ","Ich schlage vor, diese Idee weiter zu erforschen, das Potential einen profitorientierten, gebührenbasierten Dienst gegen Bestechung und Korruption zu untersuchen. "
And I'll tell you -- don't look anywhere else -- I'll tell you what's happening in your head. ,"Und ich sage Ihnen - schauen Sie nirgendwo anders hin - und ich sage Ihnen, was in Ihren Köpfen geschieht. "
And I'll just give you a few examples. ,Hier ein Beispiel dafür: 
"The amazing part of this process -- and of course, I mean, I would love to -- I only have 18 minutes, I've already given you quite a substantial amount of my time, right? ","Der erstaunliche Teil in diesem Prozess -- und natürlich, ich meine, ich würde liebend gerne -- I habe nur 18 Minuten, ich habe Ihnen schon einen ziemlich beachtlichen Teil der Zeit gegeben, stimmts? "
"It's worth noting, and I'll leave it to you to decide whether this is relevant or not, that all three of these countries are currently led by women. ","Bemerken Sie, und ich überlasse es Ihnen zu entscheiden, ob das relevant ist oder nicht; alle drei Länder werden zurzeit von Frauen geleitet. "
So I'd like to leave you with these thoughts. ,Ich würde Sie gerne mit diesen Gedanken verlassen. 
"And instead of telling you, I'll just show you. ","Und anstatt es Ihnen zu sagen, zeige ich es Ihnen einfach. "
"As we have just seen, many of you in this room weren't sure if you could be qualified or considered to be a carer. ","Wie wir gerade sahen, waren viele von Ihnen nicht sicher, ob Sie qualifiziert sind, als Pflegeperson zu gelten. "
Let me explain to you how I'm going to attempt this problem. ,"Lassen Sie mich erklären, wie ich diese Aufgabe angehe. "
"So let's explore, through a couple of examples, the impact that technologies built to drive human-computer symbiosis have had in recent time. ","Also lasst uns die Auswirkungen untersuchen, die Technologien zum Betrieb von Mensch-Maschine-Symbiosen in jüngster Zeit gehabt haben. "
"In other words, you want to make the right way to use it the easiest way to use it. ",Anders gesagt: Wir machen die richtige Benutzung ganz einfach. 
"The first component of the story that I thought was essential, however, was to give readers a sense of appreciation for the ocean animals that they were eating. ","Zunächst hielt ich es jedoch für essentiell, dass die Leser ein Gefühl der Anerkennung gegenüber den Meerestieren bekommen, die sie essen. "
What if you augmented that wonderful machine with just the right technology? ,"Was, wenn Sie diese wundervolle Maschine mit der richtigen Technologie verbessern würden? "
"Software has done this in a way that's been very visible, because it's measurable. But the thing to see is that this actually happens throughout the Web. ","Bei Software geschah dies auf einer sichtbaren Weise da dies messbar ist. Aber das bemerkenswerte ist, dass dies überall im Netz passiert. "
"Well, machine learning, as any expert in it will tell you, is basically what we've started to call software that we don't really understand how it works. ","Nun, maschinelles Lernen, wie jeder Experte bezeugen kann, ist im Grunde genommen nichts anderes als Software, von der wir nicht wirklich wissen, wie sie funktioniert. "
"Or better yet, is there a way to get all the benefits of post-traumatic growth without the trauma, without having to hit your head in the first place? ","Oder noch besser: Gibt es eine Möglichkeit, alle Vorzüge posttraumatischen Wachstums ohne das Trauma zu erhalten, ohne dass man sich erstmal den Kopf stoßen muss? "
I'll give you a couple of seconds. ,Ich gebe euch ein paar Sekunden. 
"Speaking of which, our fellow TEDster, Al -- I first saw Al do his slide show presentation on global warming in May of 2005. ","Apropos, unser TED-Kollege Al – ich traf Al zum ersten Mal, als er seinen Diavortrag über die Klimaerwärmung im Mai 2005 hielt. "
(Applause) Let us have a look at the United States. ,(Applaus) Sehen wir uns die USA an. 
You all know that so often in science and engineering we tend to think cutthroat. ,"Sie wissen sicher, dass wir in Natur- und Ingenieurwissenschaften dazu neigen, einzelkämpferisch zu denken. "
"So this is a fantastic machine that we can use for improving health care, but as I said, it's also a challenge for us. ","Das ist also ein fantastisches Gerät, das uns helfen kann, die medizinische Versorgung zu verbessern. Wie ich aber schon sagte: Es ist auch eine Herausforderung für uns. "
Now they can come in and they can start to get clues about activity. ,"Jetzt können sie hereinkommen und anfangen, Hinweise bezüglich der Aktivität zu bekommen. "
"But to really show you how words and politics interact, I want to take you back to the United States of America, just after they'd achieved independence. ","Um Ihnen aber zu zeigen, wie Worte und Politik verflochten sind, möchte ich Sie mit in die USA nehmen, zu dem Zeitpunkt, als sie gerade die Unabhängigkeit erreicht hat. "
"So that was the book. And so, from that moment on, I wanted to be a geneticist -- understand the gene and, through that, understand life. ",Darum ging es also in diesem Buch. Und von dem Moment an wollte ich ein Genetiker sein -- die Gene verstehen und durch sie das Leben. 
"Forget about trying to hit the bull's eye in darts, just aim for the same spot over and over again. ","Versuchen Sie erst gar nicht mitten ins Ziel zu treffen, zielen Sie einfach immer wieder auf die gleiche Stelle. "
Now we'll explain that in a second. ,"Nun, wir werden Ihnen das gleich erklären. "
Think for a second about the last time you got mad. ,"Denken Sie kurz an das letzte Mal, als Sie wütend waren: "
"And my belief is that if we create sufficiently rich and vibrant bridging communities, we can thwart the urge for people to burrow into the security of a homogenous bonding community defending themselves against the other. ","Ich bin überzeugt, durch Bildung reicher, dynamischer Brückengemeinschaften können wir dem Drang der Menschen entgegenwirken, sich in die Sicherheit einer homogenen Bindungsgemeinschaft zu flüchten, die sich anderen gegenüber abgrenzt. "
Now what does this tell us? ,Was sagt uns das jetzt? 
It's about disillusionment. ,Es geht um Ernüchterung. 
"If you make it slip a huge amount, this is what we discovered. ","Wenn man den Gecko dazu bringt, weit zu rutschen, tut er das hier, wie wir entdeckt haben. "
Okay. Left to right? ,Okay. Links nach rechts? 
We're not looking at whether this can be achieved within the planet's environmental limits. ,nicht die Erreichbarkeit der Ziele im ökologischen Rahmen unserer Erde. 
Would you do it? ,Würden Sie es machen? 
"Oh, and by the way, here's how I made your stuff better,"" which, wow. ","Ah, und übrigens, so habe ich Ihr Material verbessert,"" welches, wow. "
I'm using the gender binary. ,Ich benutze das geschlechtliche Paarsystem. 
"Unfortunately, Evel Knievel did not feel the same empathy for us that we felt for him, and he sued us for this video -- (Laughter) -- shortly thereafter. ",Leider teilte Evel Knievel unsere Gefühle in keinster Weise und verklagte uns für dieses Video. (Lachen) Also kurz darauf. 
(Laughter) Now I'm frowning. ,(Lachen) Jetzt gucke ich finster. 
"And the reason I'm telling this story is that I believe, from many conversations, that a lot of people in this room have been through a similar kind of rollercoaster -- emotional rollercoaster -- in the last couple years. ","Und warum ich diese Geschichte erzähle ist, weil ich aus vielen Unterhaltungen glaube, dass eine Menge Menschen in diesem Raum in einer ähnlichen Art Achterbahn saßen -- emotionale Achterbahn -- in den letzten paar Jahren. "
"And in fact, if we can agree that these groups even exist, we certainly don't agree who belongs in them. ","Selbst wenn wir uns einigen, dass es die Gruppen gibt, dann sicher nicht darüber, wer dazu gehört. "
So let's think about the first question. ,Nehmen wir die erste Frage. 
"Or even worse, some kind of ghastly death-by-Powerpoint thing with WowCharts and all kinds of, you know, God knows, whatever. ","Oder, schlimmer noch, eine Art Tod durch Powerpoint mit WowCharts und allen möglichen Variationen von Gott weiß was. "
Purpose: the yearning to do what we do in the service of something larger than ourselves. ,"Bestimmung: die Sehnsucht zu tun, was wir im Dienste von etwas Größerem als wir selbst tun. "
"And until recently, this might have been the end of the road, but this is where we can make the difference. ","Bis vor kurzem könnte dies das Ende gewesen sein, aber hier können wir den Unterschied machen. "
Look at this image. What do you see? ,Schauen Sie sich dieses Bild an. 
"And to get out from underneath it -- to find our way back to each other, we have to understand how it affects us and how it affects the way we're parenting, the way we're working, the way we're looking at each other. ","Und um ihr zu entkommen, um den Weg zurück zueinander zu finden, müssen wir verstehen, wie sie uns befällt und wie sie die Art beeinflusst, wie wir Eltern sind, die Art, wie wir arbeiten, wir wir einander ansehen. "
"If you think about people and mortgages and buying houses and then not being able to pay for it, we need to think about that. ","Denken Sie nur an Menschen und Hypotheken, an Häuserkauf, den man sich dann nicht leisten kann, dieses Problem muss man angehen. "
So what is luck? ,Also was ist Glück? 
"And it's that conviction, that that we are taught, that I think colors so much of whether we're prepared to believe that women's stories really matter. ","Es ist diese Überzeugung, die uns gelehrt wird, die uns stark darin beeinflusst, ob wir bereit sind zu glauben, dass Frauengeschichten wichtig sind. "
And you're probably wondering how a women's rights organization was able to do this in communities which had previously opposed our sheer existence. ,Wie gelang einer Frauenrechtsorganisation so eine Kampagne in frauenfeindlichen Gemeinden? 
"Now this gets us quickly to the third and final bit for today; namely, we need to lift our sights, to set our sights on well-being, so that life and health and healthcare can become about making life more wonderful, rather than just less horrible. ","Damit kommen wir unmittelbar zum dritten und für heute letzten Grundprinzip: Nämlich so anspruchsvoll zu werden, dass es uns um Wohlbehagen geht, so dass es bei Leben, Gesundheit und dem Gesundheitswesen darum geht, das Leben wunderbarer zu machen und nicht nur weniger schrecklich. "
"Heating is a third of our energy consumption in Britain, and quite a lot of that is going into homes and other buildings, doing space heating and water heating. ","Heizkosten machen ein Drittel des Energieverbrauchs in Großbritannien aus, und eine Menge davon fließt in Wohnungen und andere Gebäude, um Räume und Wasser zu heizen. "
"I don't have that much else to say, but they turned out really well. ","Ich habe nicht viel mehr zu sagen, außer dass sie wirklich Klasse geworden sind. "
"And I mean, in the original it's completely unclear to see what this tangle of colors and shapes is supposed to depict. ","Und ich meine, im Orginal ist es für mich komplett unverständlich, was dieses Gewirr von Farbe und Formen darstellen soll. "
And this could possibly be a step to lead to a more inclusive society. ,Dieser Schritt könnte vielleicht zu einer inklusiveren Gesellschaft beitragen. 
"Or in a parallel universe, you find this information. ",Oder in einem Paralleluniversum finden Sie diese. 
"Now, I don't know how many of you have ever done that with your kids, but if you do, please trust me, it's the most pressure you can put on a child, to say -- (Laughter) -- we trust you that you will always do the right thing. ","Jetzt weiß ich nicht, wie viele von Ihnen das jemals mit ihren Kindern gemacht haben, aber wenn Sie es tun, glauben Sie mir, so setzen Sie Ihr Kind am stärksten unter Druck, zu sagen - (Gelächter) - wir vertrauen dir, dass du immer das Richtige tun wirst. "
"And in my view, there is simply no place in the world that has grown its agriculture on the kind of risk that our farmers in Africa today face. ","Meiner Meinung nach gibt es einfach keinen anderen Ort in der Welt, der seine Landwirtschaft mit dieser Art Risiko aufbaut, das unsere Bauern in Afrika heute bedroht. "
"So, in a sense, the 18 minutes is challenging me to say, ""In life, this is what's important in terms of compassion."" ","Also, in gewisser Weise, fordern mich die 18 Minuten heraus, um das im Leben zu sagen, was in Bezug auf Mitgefühl wichtig ist, "
What I really think we gain from this is students getting intuition and experience in far greater quantities than they've ever got before. ,"Was ich glaube zu gewinnen ist, dass Schüler eine Intuition und Erfahrung in viel größerer Mengen bekommen können als jemals zuvor. "
"And they should survive over there, on their own, in the future. ",Sie sollen dort in Zukunft alleine und ganz auf sich selbst gestellt überleben. 
(Applause) And now I want to talk about something entirely different. ,(Applaus) Und jetzt zu etwas völlig anderem. 
What do babies do when they see something that grabs their interest? ,"Was machen Babys, wenn sie etwas interessantes sehen? "
"But before I get started, I have a quick question for the audience. ","Aber bevor ich loslege, habe ich eine kurze Frage an das Publikum. "
Was this going to be too upsetting? ,Würde mich das zu sehr aufregen? 
"The reason that this is a problem is because the message that boys are getting is, ""You need to do what the teacher asks you to do all the time."" ","weil es Jungen die Botschaft sendet, dass sie immer genau das machen sollen, was ihnen das Lehrpersonal sagt. "
"So it shows us how much we need to really protect these animals while they're still here, and understand them. ","Es zeigt uns, wie wichtig es ist, diese Tiere zu schützen, solange es sie gibt, und sie besser zu verstehen. "
And here's kind of how it goes. ,Das funktioniert ungefähr so: 
"I'll start with the basics here, because I think that's gotten lost in some of the media noise around COVID-19. ","Ich fange ganz von vorn an, denn das ist wohl im Medienrummel zu COVID-19 zu wenig passiert. "
What if it was from a source like this? ,"Was wäre, wenn es aus einer Quelle wie dieser wäre? "
And that's a simple question. ,Und das ist eine einfache Frage. 
"But it turns out, it doesn't remind me of the thing I thought it would; it reminds me constantly of something else instead. ","Aber wie sich herausstellt, erinnert es mich nicht an das, was ich dachte, sondern es erinnert mich ständig an etwas anderes. "
You want 10 to 20. ,Und das sind 10 bis 20. 
"Now, I said I'm doing this in Berkeley, and you might think, ""Oh, Berkeley. Of course you can do it in Berkeley."" ","Als ich sagte, dass ich das alles in Berkeley mache, haben Sie vielleicht gedacht: ""Klar, Berkeley. Natürlich geht so was in Berkeley."" "
"Which made me go, ""Yippee!"" ","Daraufhin dachte ich ""Jippie! "
"She doesn't have access to those medications in Ferguson's jail, because no one has access to their medications. ","Sie erhielt diese Medikamente im Ferguson-Gefängnis nicht, weil dort niemand Zugang zu Medikamenten hat. "
The first one is mass. ,Die erste ist Masse. 
"And I think that the answer is, we can look at mortality data, and we can use mortality data to figure out what the prevalence was in the past. ","Und ich denke die Antwort ist, dass wir uns Sterbedaten anschauen können, und wir können diese Daten nutzen, um die Verbreitung in der Vergangenheit herzuleiten. "
"And you just stay going forward, and then you see this extraordinary thing in front of your eyes. ",Man bleibt aufrecht und geht vorwärts und dann hat man diese unglaubliche Sache direkt vor den eigenen Augen. 
I'm going to give a fast example here. ,Ich gebe Ihnen hier ein kurzes Beispiel. 
So here's the site. Thank you. ,Danke sehr. (Applaus) 
"But I get asked this question, and this particular question makes me quite sad: It's, ""But what about corruption? ","Aber diese Frage höre ich oft, und sie macht mich besonders traurig: ""Wie steht es mit Korruption? "
How has the world changed? How could it be different? ,Wie hat sich die Welt verändert? Wie könnte sie anders sein? 
Here are some of my favorites. ,"Zum Beispiel, alle TEDTalks zu Thema Nahrung: "
"If nothing else, I would like for this scheme to initiate a discussion. ",Mit diesem Entwurf möchte ich zumindest eine Diskussion anstoßen. 
Right? Think about it. ,Stimmts? Überlegen Sie mal. 
Let's do that. Thank you very much. ,Lassen Sie uns dies tun. 
"Then I said, ""Well, fuck it, we'll just change the rules."" ","Darauf sagte ich: ""Nun, scheiß' drauf, wir ändern einfach die Regeln."" "
What happens when we couple this machine athleticism with that of a human being? ,"Was passiert, wenn wir diese Maschinenathletik mit der eines Menschen koppeln? "
"The other thing that I think is really important: A lot of national security policy isn't just about foreign policy, but it's about budgets, military budgets, and how the debts of countries work out. ","Das andere das ich für wichtig halte ist: Bei vielen Themen der nationalen Sicherheitspolitik geht es nicht nur um Außenpolitik, sondern es geht um Budgets, Militärbudgets, und wie sich Staatsschulden entwickeln. "
"And we discovered that these CAR T cells can punch far above their weight class, to use a boxing analogy. ","Wir entdeckten, dass CAR-T-Zellen in einer eigenen Liga kämpften, um eine Sport-Analogie zu verwenden. "
"And abbreviated it to meme, just because it sounds good and made a good meme, an effective spreading meme. ","Und er verkürzte es zu: Mem, weil es besser klang, und ein besseres Mem ergab, dass sich effektiver verbreitete. "
"But as a scientist, I'm interested in a different problem of other minds, and that is the one I'm going to introduce to you today. ","Aber als Wissenschaftlerin interessiert mich eine andere Frage zum ""Bewusstsein der Anderen"", und diese werde ich Ihnen heute vorstellen. "
Consider a few stats for a moment. ,Ein paar Zahlen dazu: 
"And so, what does that look like -- ""typical?"" ",Und wie also sieht es dort aus? 
First is this area of new nuclear that I'll talk about in just a second. ,"Erstens: Den Bereich der Kernenergie, über den ich gleich sprechen werde. "
It doesn't. It's actually the opposite. ,Niemals. Tatsächlich passiert das Gegenteil. 
And I want to thank her today. ,Und ich möchte ihr heute danken. 
I'm going tell you right now: please don't despair. ,Ich sage es Ihnen hier und jetzt: Verzweifeln Sie nicht. 
You send one blessed email to whomever you're thinking of at dah-da-la-dat-da-dah-da-la-dat.com. ,"Du schickst nur eine gesegnete Mail an denjenigen, an den Du denkst, @dah-da-la-dat-da-dah-da-la-dat.com. "
So let's try another test. ,Machen wir noch einen Test. 
"So in conclusion, I want to turn back to that very slide that made such a deep impact on me all those years ago. ","Ich möchte also abschließend zu dieser ersten Folie zurückgehen, die vor so vielen Jahren einen so großen Einfluss auf mich hatte. "
"And I was, like, ""I'll take that deal."" ","Und ich sagte: ""Okay, das ist ein guter Deal."" "
"So, it turns out the street is a never-ending source of inspiration for us. ","So stellen wir fest, dass die Straße uns eine nimmer endende Quelle von Inspirationen bietet. "
"I would argue, though, that if we were to use science as our guide, that we would find an upstream approach is absolutely necessary. ","Wenn die Wissenschaft jedoch unser Bezugspunkt ist, ist das Stromaufwärtsschwimmen unerlässlich. "
And regret. ,Und Wehmut. 
